Method,Slice,Raw_Size(B),Comp_Size(B),BPB,Comp_Time(s),Decomp_Time(s),Comp_Throughput(MB/s),Decomp_Throughput(MB/s),Lossless
GPTzip (GPT-2),1KB,1024,188,1.46875,33.496981400006916,10.921206300001359,2.9153746373092542e-05,8.941892252322699e-05,True
