Method,Slice,Raw_Size(B),Comp_Size(B),BPB,Comp_Time(s),Decomp_Time(s),Comp_Throughput(MB/s),Decomp_Throughput(MB/s),Lossless
GPTzip (GPT-2),1KB,1024,188,1.46875,41.9929073000003,41.1079251000001,2.325541532581606e-05,2.375606401014868e-05,True
